CDO_goldhofer - ce9eb70b-eef7-4470-ab9e-8974ff3837d5,Processing Time UTC,Time Interval,Event Count,,,,,CDO_israel_television_news_company_ltd - 6471a63b-911a-4732-9b12-627859a14a4b,Processing Time UTC,Time Interval,Event Count,,,,,CDO_kramer_electronics__s4ikgr - cf848168-4dcd-4403-8ca8-7f927bf99b87,Processing Time UTC,Time Interval,Event Count,,,,,CDO_the_salvation_army__saag40 - c43079b2-097a-4543-bfc9-ca7a95201c22,Processing Time UTC,Time Interval,Event Count,,,,,CDO_vf-gcp_teradata_de__sc2tra - c9e535a1-774d-4f8d-9343-eadcac11789a,Processing Time UTC,Time Interval,Event Count
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/14/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-56-14-b6824c03-80dd-3fd9-8d2e-388f420f7180.json.gz,2025-08-26 06:13:47,1.90m,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-29-25-96563ea1-ed60-3f28-9c82-182251bb8d07.json.gz,2025-08-26 05:36:33,2.77m,117,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-56-23-2414dd4b-1fda-3c0b-a58c-1792052d74ab.json.gz,2025-08-26 05:59:39,2.02m,9777
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-04-25-f93c1b19-2e82-33f7-a735-5ed6b07b1d3e.json.gz,2025-08-26 06:11:53,1.37m,40281,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/01/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-14-25-c1d5c544-79ef-385f-abc5-5edfb659fd7a.json.gz,2025-08-26 05:33:47,2.22m,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-54-23-f04a4996-84ad-3410-ae26-156ce3a243d2.json.gz,2025-08-26 05:57:38,3.00m,8486
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-03-22-0f1c3afc-40cb-3710-8aae-748b74b83f7c.json.gz,2025-08-26 06:10:31,31.00s,12213,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-24-26-11cd0b6a-294e-39bb-a735-11623d85ee77.json.gz,2025-08-26 05:31:34,1.35m,224,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-51-22-d20fdd68-515c-3bda-9c7e-4c792aa5393c.json.gz,2025-08-26 05:54:38,2.00m,13281
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/12/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-53-06-11d47297-317b-3a70-b8dd-c2f4db6abe46.json.gz,2025-08-26 06:10:00,0.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-23-10-b8751c07-590d-3075-b5d6-c10d413e758f.json.gz,2025-08-26 05:30:13,2.75m,44344,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-49-21-f8e6e486-3a2f-31f4-9491-5d87b43ab0ab.json.gz,2025-08-26 05:52:38,13.00s,8684
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/13/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-52-47-109bd6f3-caed-343e-91a2-660c4a6a2440.json.gz,2025-08-26 06:10:00,0.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/03/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-07-33-d9e37f1e-e344-349a-a514-2a1970b032dd.json.gz,2025-08-26 05:27:28,1.67m,7,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-buffered-1-2025-08-26-05-32-24-9fc716ec-3bdb-3cb2-be4c-459b78d1ee45.json.gz,2025-08-26 05:52:25,1.73m,65
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/03/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-50-41-9ce65291-fc50-35e0-98b2-e2d5ce47ac29.json.gz,2025-08-26 06:10:00,3.42m,741,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-18-44-be35c9a1-9aee-33c7-a35f-6068ffb54c01.json.gz,2025-08-26 05:25:48,1.43m,337,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-47-22-f5c649ae-3336-3c7b-9e10-29bcc6381752.json.gz,2025-08-26 05:50:41,2.07m,8844
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-00-13-778cc477-fc6c-3e5f-8896-eac214e38228.json.gz,2025-08-26 06:06:35,27.00s,35626,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-16-57-dcf5e16d-4911-30c0-b682-79e89eda1347.json.gz,2025-08-26 05:24:22,2.62m,41967,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-45-22-ff3bf6f1-700a-301c-b8b4-e36d1196e562.json.gz,2025-08-26 05:48:37,1.98m,11271
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-46-43-88fcdb0d-774a-3a8c-a71c-760cef5c32ce.json.gz,2025-08-26 06:06:08,1.00s,29687,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/00/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-04-57-f106a4ba-b9a0-3310-a180-bd4a771ae445.json.gz,2025-08-26 05:21:45,3.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-43-21-77cb73fd-7aec-3a6c-8118-dd46c6ce0b83.json.gz,2025-08-26 05:46:38,2.02m,9058
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/03/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-47-09-76c987ba-40f6-3f1d-b7e5-e1a147d4cb59.json.gz,2025-08-26 06:06:07,0.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/02/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-05-03-02-8ccc7713-e440-3be5-8dc4-fac478e6e4be.json.gz,2025-08-26 05:21:42,50.00s,8,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-41-21-2930ab5c-bba5-3287-93b5-192b82542658.json.gz,2025-08-26 05:44:37,2.00m,8660
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/08/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-47-28-95939fa8-4bfa-37af-aeba-251ef9e29054.json.gz,2025-08-26 06:06:07,0.00s,2,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-13-50-314c4611-4114-3d9a-9c50-b31ff8456a94.json.gz,2025-08-26 05:20:52,1.82m,460,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-39-22-d04cdd25-ed16-30d1-ad60-b3319faa50dd.json.gz,2025-08-26 05:42:37,2.88m,7925
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/20/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-50-24-ec38cbcc-7a8c-3b3d-b309-be16797d4efa.json.gz,2025-08-26 06:06:07,1.22m,4,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-11-55-d5376ce7-b6cc-38bb-831a-d78e9b49013f.json.gz,2025-08-26 05:19:03,2.12m,36273,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-36-25-e093facd-e6cd-3438-94db-ddb9517d6fbf.json.gz,2025-08-26 05:39:44,2.05m,12330
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-57-37-ebcea8d5-094f-34aa-976d-cebebe8e4994.json.gz,2025-08-26 06:04:54,2.57m,26324,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-04-59-08-bf3146a5-0866-3671-ac48-2584f42a3923.json.gz,2025-08-26 05:16:56,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-34-24-ced25f95-091e-3958-98ad-cd33501bee02.json.gz,2025-08-26 05:37:41,1.92m,9601
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/24/19/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-44-12-1cc835ee-8587-365d-af0f-b91e379813c5.json.gz,2025-08-26 06:02:20,0.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/08/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-04-57-03-5c0aedc3-d672-3ca1-921f-9f46c03f2eaf.json.gz,2025-08-26 05:16:56,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-32-24-0225ed69-6c03-3a90-915d-023a0d911953.json.gz,2025-08-26 05:35:46,1.37m,11236
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/11/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-44-10-e925efbe-06fd-3840-990a-56b5fea4ddc9.json.gz,2025-08-26 06:02:20,0.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/01/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-04-57-03-0eaf75d3-5c86-3f33-8792-b834833a1ffb.json.gz,2025-08-26 05:16:56,1.32m,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/03/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-buffered-1-2025-08-26-05-14-27-14fe6494-5430-35ed-90ad-959f35da5277.json.gz,2025-08-26 05:34:24,43.00s,5
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/21/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-45-16-1eac5e94-636e-308b-9098-65d2e055401c.json.gz,2025-08-26 06:02:20,0.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-08-09-5cdba07e-7c3f-32fc-9178-962f265c456c.json.gz,2025-08-26 05:15:37,2.53m,579,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-30-26-5d54fa9e-6c31-311f-854b-77e7a1a6f2ee.json.gz,2025-08-26 05:33:41,57.00s,5
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/23/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-45-17-46b5f008-1bce-3ee9-8baf-e7d727f386c4.json.gz,2025-08-26 06:02:20,3.03m,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/03/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-04-56-24-00b47532-dc4e-3a7a-a467-953a6c270f72.json.gz,2025-08-26 05:13:05,23.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-29-26-1677b8e2-d307-35ed-8158-e223f8c7e509.json.gz,2025-08-26 05:32:44,1.07m,13286
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-05-52-24-301dff45-f03e-3b2b-9cdb-517e959e4099.json.gz,2025-08-26 05:59:18,1.08m,40112,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-06-12-c98a04d6-3f00-3534-a314-562e916b818e.json.gz,2025-08-26 05:12:42,2.87m,40475,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-28-26-db1f3b4e-d3f0-36bf-93ae-7879b85ea7c8.json.gz,2025-08-26 05:31:40,56.00s,9
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/02/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-38-51-5faa2536-7603-3ce4-99d8-779a42cf1f74.json.gz,2025-08-26 05:58:13,1.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-02-24-84b2f413-f562-3ac0-8b79-6c83bb57a4c9.json.gz,2025-08-26 05:09:50,36.00s,822,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-27-25-4b001676-b25a-3502-a9bb-313044ea3046.json.gz,2025-08-26 05:30:44,2.00m,8748
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/19/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-40-46-eaac00a7-f4a9-3d6b-b522-0c83e1397f9a.json.gz,2025-08-26 05:58:12,0.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/03/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-04-49-20-4111bc0e-c253-390f-9b60-22e335075345.json.gz,2025-08-26 05:09:14,2.57m,305,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-25-25-0bd37387-6be1-33c6-af41-f99fcc0fd45d.json.gz,2025-08-26 05:28:44,4.00s,8115
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/22/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-39-15-026dade6-1b64-3755-87d0-30be76b0d72e.json.gz,2025-08-26 05:58:12,0.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-05-00-28-93e5047c-6f35-3229-8e7a-6c6ef29ced28.json.gz,2025-08-26 05:06:40,1.70m,31050,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-25-25-5141b1ec-5b4a-3e5f-9464-76a6ec3ba149.json.gz,2025-08-26 05:28:40,1.88m,6
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/00/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-40-24-5e5e3bda-01d8-3c85-bd81-31fbdf675ad0.json.gz,2025-08-26 05:58:12,3.85m,2,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/01/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-04-45-01-01b1fb96-6f77-3e9e-8753-e5a983325c10.json.gz,2025-08-26 05:04:58,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-23-23-dbc556b6-de74-3941-93d0-8f0236987f39.json.gz,2025-08-26 05:26:47,8.00s,9060
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/03/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-35-04-4cabc318-b8e6-3a8c-9bde-26019518e3d6.json.gz,2025-08-26 05:54:21,1.00s,481,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/20/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-04-45-01-f41ebdad-d658-38e9-afa7-b5fb7655d629.json.gz,2025-08-26 05:04:58,1.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/04/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-23-23-0bdb9f56-7b27-341b-9ef3-429439dc4309.json.gz,2025-08-26 05:26:39,2.83m,3
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-05-38-26-34a627af-697c-3da7-b7e3-96b7172021b3.json.gz,2025-08-26 05:54:20,0.00s,1,,,,,,,,,,,,,,,,,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/21/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-04-45-34-aee96f1c-a97e-3b26-a763-bd847d7b9615.json.gz,2025-08-26 05:04:57,26.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-05-20-27-1d3b3889-96ca-3517-a472-3a2691417f23.json.gz,2025-08-26 05:23:49,4.00s,15654
