CDO_goldhofer - ce9eb70b-eef7-4470-ab9e-8974ff3837d5,Processing Time UTC,Time Interval,Event Count,,,,,CDO_israel_television_news_company_ltd - 6471a63b-911a-4732-9b12-627859a14a4b,Processing Time UTC,Time Interval,Event Count,,,,,CDO_kramer_electronics__s4ikgr - cf848168-4dcd-4403-8ca8-7f927bf99b87,Processing Time UTC,Time Interval,Event Count,,,,,CDO_the_salvation_army__saag40 - c43079b2-097a-4543-bfc9-ca7a95201c22,Processing Time UTC,Time Interval,Event Count,,,,,CDO_vf-gcp_teradata_de__sc2tra - c9e535a1-774d-4f8d-9343-eadcac11789a,Processing Time UTC,Time Interval,Event Count
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-07-08-17-8d1f874e-387a-3c3b-a283-f397876e7bf8.json.gz,2025-08-26 07:15:32,4.00m,12026,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-06-23-58-b13838d1-f693-3558-891d-306962f623af.json.gz,2025-08-26 06:43:54,4.07m,4,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-06-32-07-a83a45fc-e7df-3099-b607-b50b3ce67c25.json.gz,2025-08-26 06:52:08,4.40m,95,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-07-02-52-7b3ed85d-3021-3968-90a3-9c867d181b54.json.gz,2025-08-26 07:09:43,27.00s,1757,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-07-09-50-321e64d1-e958-3c72-8944-a8178f2afc1e.json.gz,2025-08-26 07:13:05,2.00m,28
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/14/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-53-39-80589fc8-7433-3119-8f1f-4835141d6761.json.gz,2025-08-26 07:11:32,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/06/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-32-36-f5c55439-f252-370b-80bb-9281ba59aac2.json.gz,2025-08-26 06:39:50,2.75m,77198,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/06/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-40-34-463f794e-567a-395f-9585-c7eb2bc82063.json.gz,2025-08-26 06:47:44,6.13m,48509,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/11/10/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-49-38-72298f19-cba8-38fc-b08e-65db8fbaca42.json.gz,2025-08-26 07:09:16,8.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-07-07-49-06f11bce-0c46-3f95-b233-329e492952a5.json.gz,2025-08-26 07:11:05,2.00s,33
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/18/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-55-05-279eaca5-e24d-3da4-bb62-6a0e9118caae.json.gz,2025-08-26 07:11:32,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-30-00-d8fda40b-fd8f-371e-8a95-ebf1be78303f.json.gz,2025-08-26 06:37:05,2.92m,1245,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/06/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-34-09-d05a2a5a-e949-3720-81ba-7e3886448a3d.json.gz,2025-08-26 06:41:36,6.45m,66382,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/18/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-52-19-abdc4cbb-e6ad-3da3-9885-791cff151f40.json.gz,2025-08-26 07:09:08,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/07/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-07-07-49-a31ed4ef-4132-3b56-8396-66bc28f790cd.json.gz,2025-08-26 07:11:03,1.92m,9021
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/04/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-52-33-49fe764d-ea3a-3928-804a-b6b03b57901d.json.gz,2025-08-26 07:11:32,16.00s,621,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/06/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-27-07-f44da0b9-fdfa-313d-9f53-474f5b695dc8.json.gz,2025-08-26 06:34:10,3.10m,72930,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/06/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-27-42-a8d2d71a-9f41-3318-980f-a7a166784793.json.gz,2025-08-26 06:35:09,1.22m,65290,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/22/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-50-01-a093203c-bfd7-3cf1-9466-dd9f89857a14.json.gz,2025-08-26 07:09:08,0.00s,5,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/07/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-07-05-49-3a70cfe1-24f9-3103-bc34-6b234d5b6c60.json.gz,2025-08-26 07:09:08,4.00s,9389
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/07/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-07-04-45-677d2097-9e2b-36b7-8f71-73c62a0ae4b0.json.gz,2025-08-26 07:11:16,1.52m,34042,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-24-36-ee0bd889-3a8d-3722-ae20-9c2db7b53be6.json.gz,2025-08-26 06:31:04,2.83m,5241,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-26-24-07a4739a-3983-31b4-b3b6-1bdccfd271e3.json.gz,2025-08-26 06:33:56,4.47m,41,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/05/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-49-12-24fd9b24-9fca-30f4-954f-11eb6006734a.json.gz,2025-08-26 07:09:08,3.40m,428,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-07-05-49-065ee471-693a-3a7b-b37a-41f6fcfb374a.json.gz,2025-08-26 07:09:04,1.33m,31
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-07-02-34-4e61b014-9577-32a3-bd95-2eab1e224354.json.gz,2025-08-26 07:09:45,2.25m,13385,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/06/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-21-06-ffb3aab7-e54f-3497-bb05-5770f0a104c4.json.gz,2025-08-26 06:28:14,2.60m,76571,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/06/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-21-59-e2205eea-5340-3a9c-9af8-ece1b1e8c864.json.gz,2025-08-26 06:29:28,1.95m,47961,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/07/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-07-00-10-004be9a4-ccc9-33e7-866f-0d0ff7e49eb5.json.gz,2025-08-26 07:05:44,1.53m,39089,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/05/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-buffered-1-2025-08-26-06-47-49-554f6af4-432a-3b9a-8d7b-641fff1a2e02.json.gz,2025-08-26 07:07:44,36.00s,182
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/02/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-51-22-92e7630a-fbe6-32a1-980b-b65038c48b17.json.gz,2025-08-26 07:07:30,1.00s,22,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-18-27-b0831ca7-7111-3cf1-8869-e2e097dc284a.json.gz,2025-08-26 06:25:38,1.43m,4379,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-20-04-43d83726-5ad5-3700-b7a9-4e6bf4a766a9.json.gz,2025-08-26 06:27:31,3.22m,45,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/16/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-44-15-4207bf80-563b-3985-a36a-a5c919b2f73a.json.gz,2025-08-26 07:04:12,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/07/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-07-03-50-8e1b8e6d-d1e7-30ec-941c-5f4b3d42ec1b.json.gz,2025-08-26 07:07:08,4.00s,9906
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/12/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-51-22-9d0d8549-d8e8-3686-b050-cec8ef8acaa5.json.gz,2025-08-26 07:07:29,1.90m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/04/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-06-04-17-8aa913f1-5a87-39e8-964e-ac6857fcf0ae.json.gz,2025-08-26 06:24:12,1.32m,8,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/06/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-16-53-9f21ae68-488e-3a0d-96e9-f9841e0fdf1a.json.gz,2025-08-26 06:24:18,2.20m,42032,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/04/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-44-40-90aed7b4-38ea-3140-a732-13a582d9587a.json.gz,2025-08-26 07:04:12,1.00s,8,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-07-03-50-af2dc9eb-8561-37c6-a5d4-5d939410f4c6.json.gz,2025-08-26 07:07:04,1.93m,52
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/07/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-07-00-10-91da9acd-ca9a-3862-9cd2-907fbd28b45f.json.gz,2025-08-26 07:05:35,1.57m,27971,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/06/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-15-48-9e925296-2241-33a6-884c-84653ea5687f.json.gz,2025-08-26 06:22:53,2.83m,66302,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-14-40-5e84e5aa-dccf-3709-bfd5-72551c79099e.json.gz,2025-08-26 06:22:06,3.05m,32,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/00/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-47-59-35cdb6ac-8bf3-339b-b5e9-4cde1b585d1e.json.gz,2025-08-26 07:04:11,6.00s,3,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-07-01-53-2808d4fe-49a3-3f0f-bcb9-aacaf050d273.json.gz,2025-08-26 07:05:08,1.00s,94
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-1-2025-08-26-06-57-00-02c6e955-1110-36e7-89fc-1e6b02eb06d8.json.gz,2025-08-26 07:04:01,20.00s,28872,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/05/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-13-19-b8ceac92-2ff4-318e-8d7a-824730e232e0.json.gz,2025-08-26 06:20:03,15.00s,4699,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/06/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-11-47-9f975235-d695-3dfa-9f2c-5a884248123f.json.gz,2025-08-26 06:19:03,1.87m,42894,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-56-38-95de72f4-4a69-3abe-b50c-b2550e1c4900.json.gz,2025-08-26 07:04:05,4.65m,58242,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/07/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-07-01-53-efd18ef6-7c53-3965-995c-d27f3ba53151.json.gz,2025-08-26 07:05:07,1.87m,10574
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/06/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-45-27-41ce840a-abb0-35d2-8053-3a7bca41dc74.json.gz,2025-08-26 07:03:41,2.00s,4,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/00/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-06-02-48-7ce0d7ec-0e52-34e8-8ac2-813971f196af.json.gz,2025-08-26 06:19:48,2.63m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-09-45-b51653e8-f12c-353d-a761-489bfd370909.json.gz,2025-08-26 06:17:11,2.90m,79,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/01/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-43-09-5d002008-96ff-35c0-a657-f457a6f4fc45.json.gz,2025-08-26 06:59:26,1.45m,4,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/07/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-07-00-53-f3ef4e56-a34c-3e1d-961f-f661129e4bea.json.gz,2025-08-26 07:03:15,1.20m,4295
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/26/05/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-44-15-41c1295c-2ef0-32b3-b5ca-0d54a60dd041.json.gz,2025-08-26 07:03:39,1.00s,35290,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/26/06/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-1-2025-08-26-06-09-45-0114f929-2654-3dee-8411-605cc471b5e2.json.gz,2025-08-26 06:17:10,1.57m,76145,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/03/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-buffered-1-2025-08-26-05-58-04-f4283fac-1d48-3321-85d6-453f74ac5836.json.gz,2025-08-26 06:14:17,1.35m,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/26/06/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-1-2025-08-26-06-50-48-7a8cc915-3f2e-3d0a-9975-253200d62154.json.gz,2025-08-26 06:57:59,2.33m,75024,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-58-51-dcdc01af-77f0-333a-b870-dda66ca37ae4.json.gz,2025-08-26 07:02:03,1.92m,9446
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/09/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-45-09-70f270c7-7a00-371a-9477-3eb03ce80181.json.gz,2025-08-26 07:03:38,0.00s,3,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/17/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-56-34-bb6e1eb1-55ed-3ea0-a0c0-059cb0b39d27.json.gz,2025-08-26 06:15:36,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/06/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-05-53-9277c3e0-143b-3ed4-a494-2a18768bb82d.json.gz,2025-08-26 06:12:56,1.27m,47235,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/20/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-35-42-7bb96722-b575-3ced-b127-b26e7cb07200.json.gz,2025-08-26 06:55:39,1.00s,4,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-56-53-254c049d-b0d5-37a8-adab-170705fd7f80.json.gz,2025-08-26 07:00:08,2.02m,8681
s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-data/2025/08/25/15/FTD/eu-prod-ce9eb70b-eef7-4470-ab9e-8974ff3837d5-compressed-buffered-1-2025-08-26-06-44-43-64b2528a-ef7b-388a-af68-b53f05e799e4.json.gz,2025-08-26 07:03:38,4.03m,16,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-data/2025/08/25/18/FTD/eu-prod-6471a63b-911a-4732-9b12-627859a14a4b-compressed-buffered-1-2025-08-26-05-56-34-3d1f4001-7e82-3acc-8bf3-551742c98b8a.json.gz,2025-08-26 06:15:36,0.00s,2,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-data/2025/08/26/05/FTD/eu-prod-cf848168-4dcd-4403-8ca8-7f927bf99b87-compressed-1-2025-08-26-06-04-41-438a120d-e6dd-3a7f-8b6f-d028436a0e07.json.gz,2025-08-26 06:11:40,4.57m,539,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-data/2025/08/25/19/FTD/eu-prod-c43079b2-097a-4543-bfc9-ca7a95201c22-compressed-buffered-1-2025-08-26-06-38-12-cd24b9ec-38c5-3358-9750-516182754660.json.gz,2025-08-26 06:55:38,0.00s,1,,,,,s3://eu-prod-swc-compressed-staged-data-eu-central-1/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-data/2025/08/26/06/FTD/eu-prod-c9e535a1-774d-4f8d-9343-eadcac11789a-compressed-2-2025-08-26-06-54-52-00022ab4-150d-358a-81eb-1aa189891db0.json.gz,2025-08-26 06:58:07,2.00m,8633
