CDO_jnj_global_prod - d4614a6f-c912-456a-89a6-dd3250a6ee0e,Processing Time UTC,Time Interval,Event Count,dummy
s2674,2025-08-25 07:22,0.00s,1,s2674
s2675,2025-08-25 07:22,0.00s,1,s2675
s2676,2025-08-25 07:22,0.00s,9,s2676
s2677,2025-08-25 07:22,0.00s,1,s2677
s2678,2025-08-25 07:22,9.00s,3,s2678
s2679,2025-08-25 07:22,0.00s,81954,s2679
s2680,2025-08-25 07:22,0.00s,80000,s2680
s2681,2025-08-25 07:22,0.00s,170988,s2681
s2682,2025-08-25 07:22,1.00s,177492,s2682
s2683,2025-08-25 07:22,2.00s,61875,s2683
s2684,2025-08-25 07:22,0.00s,176050,s2684
s2685,2025-08-25 07:22,1.00s,190544,s2685
s2686,2025-08-25 07:22,0.00s,84399,s2686
s2687,2025-08-25 07:22,0.00s,78498,s2687
s2688,2025-08-25 07:22,0.00s,79772,s2688
s2689,2025-08-25 07:22,0.00s,80476,s2689
s2690,2025-08-25 07:22,0.00s,195568,s2690
s2691,2025-08-25 07:22,0.00s,81988,s2691
s2692,2025-08-25 07:22,0.00s,184760,s2692
s2693,2025-08-25 07:22,9.00s,178164,s2693
s2694,2025-08-25 07:22,2.00s,167683,s2694
s2695,2025-08-25 07:22,16.00s,22501,s2695
s2696,2025-08-25 07:21,2.00s,193042,s2696
s2697,2025-08-25 07:21,1.00s,192834,s2697
s2698,2025-08-25 07:21,0.00s,193307,s2698
s2699,2025-08-25 07:21,0.00s,186961,s2699
s2700,2025-08-25 07:21,0.00s,196259,s2700
s2701,2025-08-25 07:21,0.00s,186861,s2701
s2702,2025-08-25 07:21,1.00s,184330,s2702
s2703,2025-08-25 07:21,21.00s,61006,s2703
s2704,2025-08-25 07:21,1.00s,183298,s2704
s2705,2025-08-25 07:21,0.00s,179641,s2705
s2706,2025-08-25 07:21,0.00s,161291,s2706
s2707,2025-08-25 07:21,0.00s,178226,s2707
s2708,2025-08-25 07:21,0.00s,168397,s2708
s2709,2025-08-25 07:21,0.00s,80576,s2709
s2710,2025-08-25 07:21,0.00s,166063,s2710
s2711,2025-08-25 07:21,1.00s,179053,s2711
s2712,2025-08-25 07:21,1.00s,82742,s2712
s2713,2025-08-25 07:21,0.00s,79757,s2713
s2714,2025-08-25 07:21,0.00s,82653,s2714
s2715,2025-08-25 07:21,0.00s,79191,s2715
s2716,2025-08-25 07:21,0.00s,81364,s2716
s2717,2025-08-25 07:21,0.00s,68880,s2717
s2718,2025-08-25 07:21,20.00s,78335,s2718
s2719,2025-08-25 07:21,1.00s,178491,s2719
s2720,2025-08-25 07:20,9.00s,61240,s2720
s2721,2025-08-25 07:20,0.00s,182333,s2721
s2722,2025-08-25 07:20,0.00s,46984,s2722
s2723,2025-08-25 07:20,0.00s,188464,s2723
s2724,2025-08-25 07:20,0.00s,184488,s2724
s2725,2025-08-25 07:20,0.00s,193736,s2725
s2726,2025-08-25 07:20,0.00s,185855,s2726
s2727,2025-08-25 07:20,0.00s,192596,s2727
s2728,2025-08-25 07:20,22.00s,179042,s2728
s2729,2025-08-25 07:20,1.00s,170327,s2729
s2730,2025-08-25 07:20,0.00s,78353,s2730
s2731,2025-08-25 07:20,0.00s,81562,s2731
s2732,2025-08-25 07:20,0.00s,185041,s2732
s2733,2025-08-25 07:20,1.00s,185708,s2733
s2734,2025-08-25 07:20,0.00s,80029,s2734
s2735,2025-08-25 07:20,0.00s,82161,s2735
s2736,2025-08-25 07:20,1.00s,81998,s2736
s2737,2025-08-25 07:20,0.00s,82577,s2737
s2738,2025-08-25 07:20,0.00s,57800,s2738
s2739,2025-08-25 07:20,0.00s,170349,s2739
s2740,2025-08-25 07:20,0.00s,185482,s2740
s2741,2025-08-25 07:20,0.00s,181507,s2741
s2742,2025-08-25 07:20,0.00s,185484,s2742
s2743,2025-08-25 07:20,20.00s,115641,s2743
s2744,2025-08-25 07:20,13.00s,154519,s2744
s2745,2025-08-25 07:19,0.00s,189096,s2745
s2746,2025-08-25 07:19,1.00s,182375,s2746
s2747,2025-08-25 07:19,0.00s,195410,s2747
s2748,2025-08-25 07:19,0.00s,179717,s2748
s2749,2025-08-25 07:19,0.00s,185749,s2749
s2750,2025-08-25 07:19,1.00s,184964,s2750
s2751,2025-08-25 07:19,1.00s,178938,s2751
s2752,2025-08-25 07:19,26.00s,55410,s2752
s2753,2025-08-25 07:19,3.00s,77085,s2753
s2754,2025-08-25 07:19,0.00s,78356,s2754
s2755,2025-08-25 07:19,0.00s,81483,s2755
s2756,2025-08-25 07:19,0.00s,79552,s2756
s2757,2025-08-25 07:19,0.00s,175299,s2757
s2758,2025-08-25 07:19,0.00s,179773,s2758
s2759,2025-08-25 07:19,0.00s,180741,s2759
s2760,2025-08-25 07:19,0.00s,158217,s2760
s2761,2025-08-25 07:19,0.00s,182368,s2761
s2762,2025-08-25 07:19,1.00s,179456,s2762
s2763,2025-08-25 07:19,0.00s,79154,s2763
s2764,2025-08-25 07:19,0.00s,63858,s2764
s2765,2025-08-25 07:19,4.00s,80300,s2765
s2766,2025-08-25 07:19,1.00s,178485,s2766
s2767,2025-08-25 07:19,0.00s,2,s2767
s2768,2025-08-25 07:19,0.00s,2,s2768
s2769,2025-08-25 07:19,0.00s,2,s2769
s2770,2025-08-25 07:19,0.00s,2,s2770
s2771,2025-08-25 07:19,0.00s,1,s2771
s2772,2025-08-25 07:19,0.00s,2,s2772
s2773,2025-08-25 07:19,0.00s,29,s2773
s2774,2025-08-25 07:19,0.00s,4,s2774
s2775,2025-08-25 07:19,0.00s,6,s2775
s2776,2025-08-25 07:19,0.00s,7,s2776
s2777,2025-08-25 07:19,0.00s,2,s2777
s2778,2025-08-25 07:19,0.00s,52,s2778
s2779,2025-08-25 07:19,0.00s,34,s2779
s2780,2025-08-25 07:19,0.00s,488,s2780
s2781,2025-08-25 07:19,0.00s,56,s2781
s2782,2025-08-25 07:19,0.00s,53,s2782
s2783,2025-08-25 07:19,0.00s,15,s2783
s2784,2025-08-25 07:19,0.00s,266,s2784
s2785,2025-08-25 07:19,1.00s,18016,s2785
s2786,2025-08-25 07:19,0.00s,3,s2786
s2787,2025-08-25 07:19,0.00s,1,s2787
s2788,2025-08-25 07:19,0.00s,1,s2788
s2789,2025-08-25 07:19,0.00s,3,s2789
s2790,2025-08-25 07:19,0.00s,3,s2790
s2791,2025-08-25 07:19,0.00s,27,s2791
s2792,2025-08-25 07:19,0.00s,1,s2792
s2793,2025-08-25 07:19,0.00s,2,s2793
s2794,2025-08-25 07:19,0.00s,7,s2794
s2795,2025-08-25 07:19,0.00s,4,s2795
s2796,2025-08-25 07:19,1.00s,1,s2796
s2797,2025-08-25 07:19,1.00s,1,s2797
s2798,2025-08-25 07:19,0.00s,1,s2798
s2799,2025-08-25 07:19,0.00s,7,s2799
s2800,2025-08-25 07:19,0.00s,1,s2800
s2801,2025-08-25 07:19,0.00s,4,s2801
s2802,2025-08-25 07:19,0.00s,1,s2802
s2803,2025-08-25 07:19,0.00s,5,s2803
s2804,2025-08-25 07:19,0.00s,5,s2804
s2805,2025-08-25 07:19,0.00s,3,s2805
s2806,2025-08-25 07:19,0.00s,4,s2806
s2807,2025-08-25 07:19,0.00s,7,s2807
s2808,2025-08-25 07:19,0.00s,3,s2808
s2809,2025-08-25 07:19,0.00s,4,s2809
s2810,2025-08-25 07:19,0.00s,2,s2810
s2811,2025-08-25 07:19,0.00s,9,s2811
s2812,2025-08-25 07:19,0.00s,975,s2812
s2813,2025-08-25 07:19,0.00s,437,s2813
s2814,2025-08-25 07:19,1.00s,134,s2814
s2815,2025-08-25 07:19,0.00s,2,s2815
s2816,2025-08-25 07:19,0.00s,3,s2816
s2817,2025-08-25 07:19,12.00s,1,s2817
s2818,2025-08-25 07:18,3.00s,105939,s2818
s2819,2025-08-25 07:18,0.00s,188725,s2819
s2820,2025-08-25 07:18,0.00s,183139,s2820
s2821,2025-08-25 07:18,0.00s,184107,s2821
s2822,2025-08-25 07:18,0.00s,188259,s2822
s2823,2025-08-25 07:18,0.00s,196850,s2823
s2824,2025-08-25 07:18,0.00s,176261,s2824
s2825,2025-08-25 07:18,22.00s,182559,s2825
s2826,2025-08-25 07:18,3.00s,182762,s2826
s2827,2025-08-25 07:18,0.00s,169692,s2827
s2828,2025-08-25 07:18,0.00s,182529,s2828
s2829,2025-08-25 07:18,1.00s,169211,s2829
s2830,2025-08-25 07:18,0.00s,80535,s2830
s2831,2025-08-25 07:18,0.00s,80439,s2831
s2832,2025-08-25 07:18,0.00s,80148,s2832
s2833,2025-08-25 07:18,0.00s,57062,s2833
s2834,2025-08-25 07:18,0.00s,77399,s2834
s2835,2025-08-25 07:18,0.00s,80416,s2835
s2836,2025-08-25 07:18,0.00s,80017,s2836
s2837,2025-08-25 07:18,0.00s,182887,s2837
s2838,2025-08-25 07:18,0.00s,174263,s2838
s2839,2025-08-25 07:18,1.00s,197535,s2839
s2840,2025-08-25 07:18,13.00s,58662,s2840
s2841,2025-08-25 07:18,1.00s,178750,s2841
s2842,2025-08-25 07:18,11.00s,15503,s2842
s2843,2025-08-25 07:18,3.00s,178382,s2843
s2844,2025-08-25 07:18,0.00s,177618,s2844
s2845,2025-08-25 07:18,0.00s,179037,s2845
s2846,2025-08-25 07:18,0.00s,170534,s2846
s2847,2025-08-25 07:18,0.00s,171997,s2847
s2848,2025-08-25 07:18,0.00s,182694,s2848
s2849,2025-08-25 07:18,2.00s,177261,s2849
s2850,2025-08-25 07:17,24.00s,63089,s2850
s2851,2025-08-25 07:17,0.00s,83299,s2851
s2852,2025-08-25 07:17,0.00s,82426,s2852
s2853,2025-08-25 07:17,3.00s,179777,s2853
s2854,2025-08-25 07:17,0.00s,81793,s2854
s2855,2025-08-25 07:17,0.00s,81409,s2855
s2856,2025-08-25 07:17,0.00s,82908,s2856
s2857,2025-08-25 07:17,0.00s,184779,s2857
s2858,2025-08-25 07:17,0.00s,176852,s2858
s2859,2025-08-25 07:17,0.00s,169794,s2859
s2860,2025-08-25 07:17,0.00s,187490,s2860
s2861,2025-08-25 07:17,0.00s,174022,s2861
s2862,2025-08-25 07:17,1.00s,160316,s2862
s2863,2025-08-25 07:17,0.00s,78952,s2863
s2864,2025-08-25 07:17,1.00s,85600,s2864
s2865,2025-08-25 07:17,0.00s,79552,s2865
s2866,2025-08-25 07:17,9.00s,14479,s2866
s2867,2025-08-25 07:17,2.00s,175325,s2867
s2868,2025-08-25 07:17,14.00s,4055,s2868
s2869,2025-08-25 07:17,0.00s,195075,s2869
s2870,2025-08-25 07:17,3.00s,170490,s2870
s2871,2025-08-25 07:17,0.00s,174345,s2871
s2872,2025-08-25 07:17,0.00s,172589,s2872
s2873,2025-08-25 07:17,0.00s,173124,s2873
s2874,2025-08-25 07:17,1.00s,164678,s2874
s2875,2025-08-25 07:17,1.00s,160074,s2875
s2876,2025-08-25 07:16,21.00s,72327,s2876
s2877,2025-08-25 07:16,2.00s,81050,s2877
s2878,2025-08-25 07:16,0.00s,198617,s2878
s2879,2025-08-25 07:16,0.00s,184609,s2879
s2880,2025-08-25 07:16,0.00s,178536,s2880
s2881,2025-08-25 07:16,0.00s,180586,s2881
s2882,2025-08-25 07:16,1.00s,182931,s2882
s2883,2025-08-25 07:16,0.00s,83521,s2883
s2884,2025-08-25 07:16,0.00s,81147,s2884
s2885,2025-08-25 07:16,0.00s,186338,s2885
s2886,2025-08-25 07:16,0.00s,179325,s2886
s2887,2025-08-25 07:16,1.00s,89099,s2887
s2888,2025-08-25 07:16,0.00s,80529,s2888
s2889,2025-08-25 07:16,0.00s,84201,s2889
s2890,2025-08-25 07:16,0.00s,80966,s2890
s2891,2025-08-25 07:16,2.00s,79056,s2891
s2892,2025-08-25 07:16,12.00s,10940,s2892
s2893,2025-08-25 07:16,2.00s,173776,s2893
s2894,2025-08-25 07:16,6.00s,76115,s2894
s2895,2025-08-25 07:16,2.00s,179293,s2895
s2896,2025-08-25 07:16,0.00s,161528,s2896
s2897,2025-08-25 07:16,0.00s,174275,s2897
s2898,2025-08-25 07:16,1.00s,165696,s2898
s2899,2025-08-25 07:16,0.00s,168685,s2899
s2900,2025-08-25 07:16,0.00s,183952,s2900
s2901,2025-08-25 07:16,1.00s,144667,s2901
s2902,2025-08-25 07:16,24.00s,79898,s2902
s2903,2025-08-25 07:15,1.00s,192428,s2903
s2904,2025-08-25 07:15,0.00s,79388,s2904
s2905,2025-08-25 07:15,3.00s,191050,s2905
s2906,2025-08-25 07:15,0.00s,83169,s2906
s2907,2025-08-25 07:15,0.00s,82477,s2907
s2908,2025-08-25 07:15,0.00s,82942,s2908
s2909,2025-08-25 07:15,0.00s,79286,s2909
s2910,2025-08-25 07:15,0.00s,178397,s2910
s2911,2025-08-25 07:15,0.00s,181204,s2911
s2912,2025-08-25 07:15,0.00s,176778,s2912
s2913,2025-08-25 07:15,0.00s,187088,s2913
s2914,2025-08-25 07:15,1.00s,183827,s2914
s2915,2025-08-25 07:15,0.00s,80546,s2915
s2916,2025-08-25 07:15,0.00s,79454,s2916
s2917,2025-08-25 07:15,1.00s,95124,s2917
s2918,2025-08-25 07:15,12.00s,1165,s2918
s2919,2025-08-25 07:15,2.00s,1044,s2919
s2920,2025-08-25 07:15,1.00s,26659,s2920
s2921,2025-08-25 07:15,0.00s,1,s2921
s2922,2025-08-25 07:15,0.00s,31,s2922
s2923,2025-08-25 07:15,0.00s,51,s2923
s2924,2025-08-25 07:15,1.00s,2226,s2924
s2925,2025-08-25 07:15,0.00s,68,s2925
s2926,2025-08-25 07:15,0.00s,15,s2926
s2927,2025-08-25 07:15,0.00s,4,s2927
s2928,2025-08-25 07:15,0.00s,3,s2928
s2929,2025-08-25 07:15,0.00s,26,s2929
s2930,2025-08-25 07:15,0.00s,987,s2930
s2931,2025-08-25 07:15,0.00s,49,s2931
s2932,2025-08-25 07:15,1.00s,3438,s2932
s2933,2025-08-25 07:15,1.00s,33,s2933
s2934,2025-08-25 07:15,1.00s,170980,s2934
s2935,2025-08-25 07:15,0.00s,821,s2935
s2936,2025-08-25 07:15,1.00s,21204,s2936
s2937,2025-08-25 07:15,0.00s,43,s2937
s2938,2025-08-25 07:15,1.00s,3334,s2938
s2939,2025-08-25 07:15,3.00s,13,s2939
s2940,2025-08-25 07:15,0.00s,177330,s2940
s2941,2025-08-25 07:15,0.00s,185969,s2941
s2942,2025-08-25 07:15,0.00s,161784,s2942
s2943,2025-08-25 07:15,0.00s,93479,s2943
s2944,2025-08-25 07:15,0.00s,179059,s2944
s2945,2025-08-25 07:15,0.00s,167145,s2945
s2946,2025-08-25 07:15,0.00s,164591,s2946
s2947,2025-08-25 07:15,15.00s,178020,s2947
s2948,2025-08-25 07:14,1.00s,187747,s2948
s2949,2025-08-25 07:14,0.00s,81393,s2949
s2950,2025-08-25 07:14,0.00s,80380,s2950
s2951,2025-08-25 07:14,2.00s,176154,s2951
s2952,2025-08-25 07:14,1.00s,177196,s2952
s2953,2025-08-25 07:14,0.00s,80115,s2953
s2954,2025-08-25 07:14,0.00s,81083,s2954
s2955,2025-08-25 07:14,0.00s,82567,s2955
s2956,2025-08-25 07:14,0.00s,81537,s2956
s2957,2025-08-25 07:14,0.00s,82809,s2957
s2958,2025-08-25 07:14,0.00s,169679,s2958
s2959,2025-08-25 07:14,0.00s,181470,s2959
s2960,2025-08-25 07:14,0.00s,179783,s2960
s2961,2025-08-25 07:14,1.00s,173120,s2961
s2962,2025-08-25 07:14,1.00s,82044,s2962
s2963,2025-08-25 07:14,25.00s,11801,s2963
s2964,2025-08-25 07:14,0.00s,179337,s2964
s2965,2025-08-25 07:14,3.00s,168817,s2965
s2966,2025-08-25 07:14,0.00s,177542,s2966
s2967,2025-08-25 07:14,0.00s,179073,s2967
s2968,2025-08-25 07:14,0.00s,166384,s2968
s2969,2025-08-25 07:14,0.00s,163951,s2969
s2970,2025-08-25 07:14,0.00s,179254,s2970
s2971,2025-08-25 07:14,1.00s,175795,s2971
s2972,2025-08-25 07:14,1.00s,92592,s2972
s2973,2025-08-25 07:14,1.00s,14507,s2973
s2974,2025-08-25 07:14,1.00s,4,s2974
s2975,2025-08-25 07:14,0.00s,1,s2975
s2976,2025-08-25 07:14,0.00s,2,s2976
s2977,2025-08-25 07:14,0.00s,1,s2977
s2978,2025-08-25 07:14,3.00s,3,s2978
s2979,2025-08-25 07:14,24.00s,4,s2979
s2980,2025-08-25 07:13,3.00s,183106,s2980
s2981,2025-08-25 07:13,0.00s,180999,s2981
s2982,2025-08-25 07:13,0.00s,181806,s2982
s2983,2025-08-25 07:13,0.00s,178262,s2983
s2984,2025-08-25 07:13,0.00s,176730,s2984
s2985,2025-08-25 07:13,0.00s,167170,s2985
s2986,2025-08-25 07:13,2.00s,172739,s2986
s2987,2025-08-25 07:13,0.00s,82040,s2987
s2988,2025-08-25 07:13,0.00s,81250,s2988
s2989,2025-08-25 07:13,1.00s,83355,s2989
s2990,2025-08-25 07:13,0.00s,78413,s2990
s2991,2025-08-25 07:13,0.00s,83576,s2991
s2992,2025-08-25 07:13,0.00s,82439,s2992
s2993,2025-08-25 07:13,0.00s,80849,s2993
s2994,2025-08-25 07:13,1.00s,79932,s2994
s2995,2025-08-25 07:13,13.00s,12135,s2995
s2996,2025-08-25 07:13,1.00s,166613,s2996
s2997,2025-08-25 07:13,9.00s,22759,s2997
s2998,2025-08-25 07:13,1.00s,171784,s2998
s2999,2025-08-25 07:13,0.00s,2,s2999
s3000,2025-08-25 07:13,0.00s,159970,s3000
s3001,2025-08-25 07:13,2.00s,161137,s3001
s3002,2025-08-25 07:13,0.00s,3,s3002
s3003,2025-08-25 07:13,0.00s,4,s3003
s3004,2025-08-25 07:13,1.00s,111,s3004
s3005,2025-08-25 07:13,0.00s,171953,s3005
s3006,2025-08-25 07:13,0.00s,171788,s3006
s3007,2025-08-25 07:13,0.00s,185330,s3007
s3008,2025-08-25 07:13,0.00s,172820,s3008
s3009,2025-08-25 07:13,22.00s,81334,s3009
s3010,2025-08-25 07:12,3.00s,162979,s3010
s3011,2025-08-25 07:12,0.00s,168088,s3011
s3012,2025-08-25 07:12,1.00s,183701,s3012
s3013,2025-08-25 07:12,0.00s,81352,s3013
s3014,2025-08-25 07:12,0.00s,78406,s3014
s3015,2025-08-25 07:12,0.00s,80606,s3015
s3016,2025-08-25 07:12,0.00s,81788,s3016
s3017,2025-08-25 07:12,0.00s,79303,s3017
s3018,2025-08-25 07:12,0.00s,81688,s3018
s3019,2025-08-25 07:12,0.00s,81834,s3019
s3020,2025-08-25 07:12,0.00s,175228,s3020
s3021,2025-08-25 07:12,0.00s,167747,s3021
s3022,2025-08-25 07:12,0.00s,169701,s3022
s3023,2025-08-25 07:12,0.00s,168386,s3023
s3024,2025-08-25 07:12,2.00s,78052,s3024
s3025,2025-08-25 07:12,13.00s,7925,s3025
s3026,2025-08-25 07:12,1.00s,173950,s3026
s3027,2025-08-25 07:12,4.00s,13215,s3027
s3028,2025-08-25 07:12,0.00s,168513,s3028
s3029,2025-08-25 07:12,0.00s,172248,s3029
s3030,2025-08-25 07:12,0.00s,178254,s3030
s3031,2025-08-25 07:12,0.00s,173132,s3031
s3032,2025-08-25 07:12,0.00s,178221,s3032
s3033,2025-08-25 07:12,0.00s,181327,s3033
s3034,2025-08-25 07:12,1.00s,160347,s3034
s3035,2025-08-25 07:12,7.00s,90610,s3035
s3036,2025-08-25 07:12,1.00s,1,s3036
s3037,2025-08-25 07:12,1.00s,3,s3037
s3038,2025-08-25 07:12,1.00s,1,s3038
s3039,2025-08-25 07:12,1.00s,24,s3039
s3040,2025-08-25 07:12,0.00s,5,s3040
s3041,2025-08-25 07:12,1.00s,40,s3041
s3042,2025-08-25 07:12,0.00s,243,s3042
s3043,2025-08-25 07:12,0.00s,398,s3043
s3044,2025-08-25 07:12,1.00s,3588,s3044
s3045,2025-08-25 07:12,0.00s,4,s3045
s3046,2025-08-25 07:12,0.00s,1,s3046
s3047,2025-08-25 07:12,0.00s,1,s3047
s3048,2025-08-25 07:12,8.00s,2915,s3048
s3049,2025-08-25 07:12,2.00s,82821,s3049
s3050,2025-08-25 07:12,0.00s,82128,s3050
s3051,2025-08-25 07:12,1.00s,17524,s3051
s3052,2025-08-25 07:12,0.00s,81286,s3052
s3053,2025-08-25 07:12,0.00s,85026,s3053
s3054,2025-08-25 07:12,0.00s,81129,s3054
s3055,2025-08-25 07:12,0.00s,83690,s3055
s3056,2025-08-25 07:12,0.00s,80472,s3056
s3057,2025-08-25 07:12,0.00s,167958,s3057
s3058,2025-08-25 07:12,0.00s,166700,s3058
s3059,2025-08-25 07:12,0.00s,168197,s3059
s3060,2025-08-25 07:12,0.00s,173972,s3060
s3061,2025-08-25 07:12,0.00s,173816,s3061
s3062,2025-08-25 07:12,0.00s,168323,s3062
s3063,2025-08-25 07:12,1.00s,168251,s3063
s3064,2025-08-25 07:12,29.00s,85855,s3064
s3065,2025-08-25 07:11,1.00s,174163,s3065
s3066,2025-08-25 07:11,1.00s,61067,s3066
s3067,2025-08-25 07:11,3.00s,174944,s3067
s3068,2025-08-25 07:11,0.00s,166045,s3068
s3069,2025-08-25 07:11,0.00s,183045,s3069
s3070,2025-08-25 07:11,0.00s,170014,s3070
s3071,2025-08-25 07:11,0.00s,164956,s3071
s3072,2025-08-25 07:11,1.00s,170809,s3072
s3073,2025-08-25 07:11,0.00s,160155,s3073
s3074,2025-08-25 07:11,4.00s,62622,s3074
s3075,2025-08-25 07:11,5.00s,1,s3075
s3076,2025-08-25 07:11,0.00s,2,s3076
s3077,2025-08-25 07:11,10.00s,3,s3077
s3078,2025-08-25 07:11,4.00s,80458,s3078
s3079,2025-08-25 07:11,0.00s,82016,s3079
s3080,2025-08-25 07:11,0.00s,83510,s3080
s3081,2025-08-25 07:11,0.00s,79154,s3081
s3082,2025-08-25 07:11,0.00s,79604,s3082
s3083,2025-08-25 07:11,0.00s,81525,s3083
s3084,2025-08-25 07:11,1.00s,81558,s3084
s3085,2025-08-25 07:11,0.00s,26900,s3085
s3086,2025-08-25 07:11,0.00s,148361,s3086
s3087,2025-08-25 07:11,0.00s,159033,s3087
s3088,2025-08-25 07:11,0.00s,154384,s3088
s3089,2025-08-25 07:11,0.00s,161059,s3089
s3090,2025-08-25 07:11,0.00s,161817,s3090
s3091,2025-08-25 07:11,0.00s,162009,s3091
s3092,2025-08-25 07:11,1.00s,164844,s3092
s3093,2025-08-25 07:11,19.00s,54214,s3093
s3094,2025-08-25 07:10,0.00s,172355,s3094
s3095,2025-08-25 07:10,0.00s,166705,s3095
s3096,2025-08-25 07:10,1.00s,172990,s3096
s3097,2025-08-25 07:10,0.00s,163040,s3097
s3098,2025-08-25 07:10,0.00s,171982,s3098
s3099,2025-08-25 07:10,0.00s,168476,s3099
s3100,2025-08-25 07:10,1.00s,168982,s3100
s3101,2025-08-25 07:10,5.00s,66451,s3101
s3102,2025-08-25 07:10,4.00s,2,s3102
s3103,2025-08-25 07:10,0.00s,1,s3103
s3104,2025-08-25 07:10,0.00s,1,s3104
s3105,2025-08-25 07:10,0.00s,6,s3105
s3106,2025-08-25 07:10,0.00s,2,s3106
s3107,2025-08-25 07:10,15.00s,445,s3107
s3108,2025-08-25 07:10,0.00s,167247,s3108
s3109,2025-08-25 07:10,7.00s,63765,s3109
s3110,2025-08-25 07:10,0.00s,79662,s3110
s3111,2025-08-25 07:10,0.00s,164962,s3111
s3112,2025-08-25 07:10,0.00s,158619,s3112
s3113,2025-08-25 07:10,1.00s,176520,s3113
s3114,2025-08-25 07:10,0.00s,162651,s3114
s3115,2025-08-25 07:10,0.00s,157302,s3115
s3116,2025-08-25 07:10,0.00s,162369,s3116
s3117,2025-08-25 07:10,0.00s,165216,s3117
s3118,2025-08-25 07:10,2.00s,90201,s3118
s3119,2025-08-25 07:10,0.00s,77874,s3119
s3120,2025-08-25 07:10,0.00s,77313,s3120
s3121,2025-08-25 07:10,0.00s,77139,s3121
s3122,2025-08-25 07:10,0.00s,75957,s3122
s3123,2025-08-25 07:10,0.00s,79046,s3123
s3124,2025-08-25 07:10,23.00s,77883,s3124
s3125,2025-08-25 07:09,0.00s,181644,s3125
s3126,2025-08-25 07:09,1.00s,188078,s3126
s3127,2025-08-25 07:09,0.00s,189932,s3127
s3128,2025-08-25 07:09,0.00s,167570,s3128
s3129,2025-08-25 07:09,0.00s,179682,s3129
s3130,2025-08-25 07:09,0.00s,184926,s3130
s3131,2025-08-25 07:09,1.00s,202746,s3131
s3132,2025-08-25 07:09,12.00s,99796,s3132
s3133,2025-08-25 07:09,0.00s,3,s3133
s3134,2025-08-25 07:09,1.00s,4,s3134
s3135,2025-08-25 07:09,1.00s,165711,s3135
s3136,2025-08-25 07:09,0.00s,2,s3136
s3137,2025-08-25 07:09,0.00s,2,s3137
s3138,2025-08-25 07:09,0.00s,1,s3138
s3139,2025-08-25 07:09,0.00s,1,s3139
s3140,2025-08-25 07:09,1.00s,39,s3140
s3141,2025-08-25 07:09,0.00s,16,s3141
s3142,2025-08-25 07:09,3.00s,159533,s3142
s3143,2025-08-25 07:09,0.00s,77132,s3143
s3144,2025-08-25 07:09,0.00s,76341,s3144
s3145,2025-08-25 07:09,0.00s,76107,s3145
s3146,2025-08-25 07:09,0.00s,76643,s3146
s3147,2025-08-25 07:09,0.00s,77765,s3147
s3148,2025-08-25 07:09,0.00s,81327,s3148
s3149,2025-08-25 07:09,0.00s,79149,s3149
s3150,2025-08-25 07:09,0.00s,174322,s3150
s3151,2025-08-25 07:09,1.00s,168513,s3151
s3152,2025-08-25 07:09,0.00s,3569,s3152
s3153,2025-08-25 07:09,0.00s,176478,s3153
s3154,2025-08-25 07:09,0.00s,169113,s3154
s3155,2025-08-25 07:09,1.00s,154626,s3155
s3156,2025-08-25 07:09,4.00s,84210,s3156
s3157,2025-08-25 07:09,2.00s,174608,s3157
s3158,2025-08-25 07:09,18.00s,54090,s3158
s3159,2025-08-25 07:09,0.00s,166787,s3159
s3160,2025-08-25 07:09,1.00s,164023,s3160
s3161,2025-08-25 07:09,0.00s,165696,s3161
s3162,2025-08-25 07:09,0.00s,165001,s3162
s3163,2025-08-25 07:09,0.00s,165245,s3163
s3164,2025-08-25 07:09,0.00s,172622,s3164
s3165,2025-08-25 07:09,0.00s,171096,s3165
s3166,2025-08-25 07:09,18.00s,91579,s3166
s3167,2025-08-25 07:08,2.00s,24,s3167
s3168,2025-08-25 07:08,1.00s,74,s3168
s3169,2025-08-25 07:08,0.00s,1,s3169
s3170,2025-08-25 07:08,0.00s,24,s3170
s3171,2025-08-25 07:08,0.00s,1,s3171
s3172,2025-08-25 07:08,0.00s,1,s3172
s3173,2025-08-25 07:08,0.00s,1,s3173
s3174,2025-08-25 07:08,0.00s,1,s3174
s3175,2025-08-25 07:08,0.00s,1,s3175
s3176,2025-08-25 07:08,0.00s,38,s3176
s3177,2025-08-25 07:08,0.00s,27,s3177
s3178,2025-08-25 07:08,6.00s,60,s3178
s3179,2025-08-25 07:08,1.00s,78544,s3179
s3180,2025-08-25 07:08,0.00s,2528,s3180
s3181,2025-08-25 07:08,0.00s,174043,s3181
s3182,2025-08-25 07:08,0.00s,166872,s3182
s3183,2025-08-25 07:08,0.00s,181329,s3183
s3184,2025-08-25 07:08,0.00s,172752,s3184
s3185,2025-08-25 07:08,0.00s,174989,s3185
s3186,2025-08-25 07:08,0.00s,165924,s3186
s3187,2025-08-25 07:08,1.00s,166201,s3187
s3188,2025-08-25 07:08,0.00s,77460,s3188
s3189,2025-08-25 07:08,0.00s,76895,s3189
s3190,2025-08-25 07:08,1.00s,93755,s3190
s3191,2025-08-25 07:08,0.00s,76017,s3191
s3192,2025-08-25 07:08,0.00s,75876,s3192
s3193,2025-08-25 07:08,0.00s,78268,s3193
