CDO_jnj_global_prod - d4614a6f-c912-456a-89a6-dd3250a6ee0e,Processing Time UTC,Time Interval,Event Count,dummy
s1108,2025-08-25 08:02,0.00s,134210,s1108
s1109,2025-08-25 08:02,1.00s,136547,s1109
s1110,2025-08-25 08:02,1.00s,139394,s1110
s1111,2025-08-25 08:02,0.00s,140298,s1111
s1112,2025-08-25 08:02,6.00s,132134,s1112
s1113,2025-08-25 08:02,1.00s,82476,s1113
s1114,2025-08-25 08:02,0.00s,82903,s1114
s1115,2025-08-25 08:02,0.00s,83483,s1115
s1116,2025-08-25 08:02,0.00s,83198,s1116
s1117,2025-08-25 08:02,1.00s,81599,s1117
s1118,2025-08-25 08:02,1.00s,81551,s1118
s1119,2025-08-25 08:02,0.00s,38197,s1119
s1120,2025-08-25 08:02,1.00s,165189,s1120
s1121,2025-08-25 08:02,9.00s,48638,s1121
s1122,2025-08-25 08:02,1.00s,141001,s1122
s1123,2025-08-25 08:02,0.00s,135503,s1123
s1124,2025-08-25 08:02,0.00s,132816,s1124
s1125,2025-08-25 08:02,0.00s,112186,s1125
s1126,2025-08-25 08:02,0.00s,131368,s1126
s1127,2025-08-25 08:02,0.00s,135035,s1127
s1128,2025-08-25 08:02,19.00s,131155,s1128
s1129,2025-08-25 08:02,0.00s,2,s1129
s1130,2025-08-25 08:02,0.00s,1,s1130
s1131,2025-08-25 08:02,0.00s,1,s1131
s1132,2025-08-25 08:02,3.00s,1,s1132
s1133,2025-08-25 08:02,0.00s,1,s1133
s1134,2025-08-25 08:02,0.00s,1,s1134
s1135,2025-08-25 08:02,0.00s,2,s1135
s1136,2025-08-25 08:02,0.00s,2,s1136
s1137,2025-08-25 08:02,0.00s,1,s1137
s1138,2025-08-25 08:02,0.00s,1,s1138
s1139,2025-08-25 08:02,0.00s,1,s1139
s1140,2025-08-25 08:02,0.00s,2,s1140
s1141,2025-08-25 08:02,0.00s,1,s1141
s1142,2025-08-25 08:02,0.00s,2,s1142
s1143,2025-08-25 08:02,0.00s,6,s1143
s1144,2025-08-25 08:02,1.00s,80284,s1144
s1145,2025-08-25 08:02,0.00s,81377,s1145
s1146,2025-08-25 08:02,0.00s,81330,s1146
s1147,2025-08-25 08:02,0.00s,80354,s1147
s1148,2025-08-25 08:02,0.00s,81793,s1148
s1149,2025-08-25 08:02,0.00s,81313,s1149
s1150,2025-08-25 08:02,1.00s,130161,s1150
s1151,2025-08-25 08:02,0.00s,1,s1151
s1152,2025-08-25 08:02,0.00s,41715,s1152
s1153,2025-08-25 08:02,0.00s,125292,s1153
s1154,2025-08-25 08:02,0.00s,122088,s1154
s1155,2025-08-25 08:02,0.00s,126588,s1155
s1156,2025-08-25 08:02,0.00s,124920,s1156
s1157,2025-08-25 08:02,0.00s,98502,s1157
s1158,2025-08-25 08:02,7.00s,117323,s1158
s1159,2025-08-25 08:02,0.00s,100757,s1159
s1160,2025-08-25 08:02,4.00s,121543,s1160
s1161,2025-08-25 08:02,0.00s,127638,s1161
s1162,2025-08-25 08:02,0.00s,123891,s1162
s1163,2025-08-25 08:02,0.00s,126008,s1163
s1164,2025-08-25 08:02,0.00s,125145,s1164
s1165,2025-08-25 08:02,13.00s,123515,s1165
s1166,2025-08-25 08:01,0.00s,83014,s1166
s1167,2025-08-25 08:01,0.00s,83695,s1167
s1168,2025-08-25 08:01,0.00s,85277,s1168
s1169,2025-08-25 08:01,0.00s,83573,s1169
s1170,2025-08-25 08:01,0.00s,81267,s1170
s1171,2025-08-25 08:01,0.00s,80773,s1171
s1172,2025-08-25 08:01,0.00s,81691,s1172
s1173,2025-08-25 08:01,1.00s,79120,s1173
s1174,2025-08-25 08:01,0.00s,50266,s1174
s1175,2025-08-25 08:01,0.00s,77218,s1175
s1176,2025-08-25 08:01,1.00s,168250,s1176
s1177,2025-08-25 08:01,1.00s,82036,s1177
s1178,2025-08-25 08:01,0.00s,81422,s1178
s1179,2025-08-25 08:01,0.00s,79424,s1179
s1180,2025-08-25 08:01,0.00s,79179,s1180
s1181,2025-08-25 08:01,0.00s,80015,s1181
s1182,2025-08-25 08:01,6.00s,18096,s1182
s1183,2025-08-25 08:01,1.00s,125049,s1183
s1184,2025-08-25 08:01,0.00s,123683,s1184
s1185,2025-08-25 08:01,0.00s,115651,s1185
s1186,2025-08-25 08:01,1.00s,121592,s1186
s1187,2025-08-25 08:01,0.00s,50911,s1187
s1188,2025-08-25 08:01,0.00s,115748,s1188
s1189,2025-08-25 08:01,0.00s,128129,s1189
s1190,2025-08-25 08:01,14.00s,81876,s1190
s1191,2025-08-25 08:01,0.00s,1,s1191
s1192,2025-08-25 08:01,0.00s,2,s1192
s1193,2025-08-25 08:01,0.00s,1,s1193
s1194,2025-08-25 08:01,0.00s,1,s1194
s1195,2025-08-25 08:01,0.00s,1,s1195
s1196,2025-08-25 08:01,0.00s,1,s1196
s1197,2025-08-25 08:01,0.00s,2,s1197
s1198,2025-08-25 08:01,0.00s,2,s1198
s1199,2025-08-25 08:01,0.00s,4,s1199
s1200,2025-08-25 08:01,0.00s,2,s1200
s1201,2025-08-25 08:01,0.00s,4,s1201
s1202,2025-08-25 08:01,0.00s,2,s1202
s1203,2025-08-25 08:01,0.00s,1,s1203
s1204,2025-08-25 08:01,0.00s,16,s1204
s1205,2025-08-25 08:01,0.00s,85478,s1205
s1206,2025-08-25 08:01,0.00s,84442,s1206
s1207,2025-08-25 08:01,0.00s,127766,s1207
s1208,2025-08-25 08:01,2.00s,108734,s1208
s1209,2025-08-25 08:01,0.00s,88520,s1209
s1210,2025-08-25 08:01,0.00s,87813,s1210
s1211,2025-08-25 08:01,0.00s,217234,s1211
s1212,2025-08-25 08:01,0.00s,99533,s1212
s1213,2025-08-25 08:01,0.00s,95462,s1213
s1214,2025-08-25 08:01,0.00s,104476,s1214
s1215,2025-08-25 08:01,0.00s,109136,s1215
s1216,2025-08-25 08:01,1.00s,98198,s1216
s1217,2025-08-25 08:01,1.00s,27634,s1217
s1218,2025-08-25 08:01,24.00s,54192,s1218
s1219,2025-08-25 08:00,3.00s,104850,s1219
s1220,2025-08-25 08:00,0.00s,209784,s1220
s1221,2025-08-25 08:00,0.00s,208277,s1221
s1222,2025-08-25 08:00,1.00s,221658,s1222
s1223,2025-08-25 08:00,0.00s,222947,s1223
s1224,2025-08-25 08:00,0.00s,216932,s1224
s1225,2025-08-25 08:00,18.00s,217920,s1225
s1226,2025-08-25 08:00,2.00s,173172,s1226
s1227,2025-08-25 08:00,8.00s,44731,s1227
s1228,2025-08-25 08:00,1.00s,199933,s1228
s1229,2025-08-25 08:00,0.00s,26,s1229
s1230,2025-08-25 08:00,1.00s,195404,s1230
s1231,2025-08-25 08:00,1.00s,211933,s1231
s1232,2025-08-25 08:00,0.00s,22,s1232
s1233,2025-08-25 08:00,0.00s,210781,s1233
s1234,2025-08-25 08:00,0.00s,201324,s1234
s1235,2025-08-25 08:00,0.00s,210447,s1235
s1236,2025-08-25 08:00,0.00s,38691,s1236
s1237,2025-08-25 08:00,1.00s,194679,s1237
s1238,2025-08-25 08:00,0.00s,3,s1238
s1239,2025-08-25 08:00,1.00s,3,s1239
s1240,2025-08-25 08:00,0.00s,1,s1240
s1241,2025-08-25 08:00,0.00s,1,s1241
s1242,2025-08-25 08:00,0.00s,2,s1242
s1243,2025-08-25 08:00,0.00s,3,s1243
s1244,2025-08-25 08:00,0.00s,7,s1244
s1245,2025-08-25 08:00,1.00s,2,s1245
s1246,2025-08-25 08:00,0.00s,1,s1246
s1247,2025-08-25 08:00,0.00s,3,s1247
s1248,2025-08-25 08:00,0.00s,1,s1248
s1249,2025-08-25 08:00,0.00s,6,s1249
s1250,2025-08-25 08:00,0.00s,12,s1250
s1251,2025-08-25 08:00,0.00s,23,s1251
s1252,2025-08-25 08:00,0.00s,24620,s1252
s1253,2025-08-25 08:00,28.00s,3674,s1253
s1254,2025-08-25 07:59,1.00s,155211,s1254
s1255,2025-08-25 07:59,1.00s,214764,s1255
s1256,2025-08-25 07:59,0.00s,216117,s1256
s1257,2025-08-25 07:59,0.00s,210751,s1257
s1258,2025-08-25 07:59,0.00s,212753,s1258
s1259,2025-08-25 07:59,0.00s,209359,s1259
s1260,2025-08-25 07:59,13.00s,196507,s1260
s1261,2025-08-25 07:59,1.00s,14,s1261
s1262,2025-08-25 07:59,2.00s,174669,s1262
s1263,2025-08-25 07:59,0.00s,5,s1263
s1264,2025-08-25 07:59,0.00s,6,s1264
s1265,2025-08-25 07:59,0.00s,4,s1265
s1266,2025-08-25 07:59,1.00s,45480,s1266
s1267,2025-08-25 07:59,0.00s,2,s1267
s1268,2025-08-25 07:59,8.00s,2,s1268
s1269,2025-08-25 07:59,1.00s,186030,s1269
s1270,2025-08-25 07:59,0.00s,210759,s1270
s1271,2025-08-25 07:59,0.00s,201089,s1271
s1272,2025-08-25 07:59,0.00s,188971,s1272
s1273,2025-08-25 07:59,0.00s,208515,s1273
s1274,2025-08-25 07:59,0.00s,112238,s1274
s1275,2025-08-25 07:59,1.00s,209762,s1275
s1276,2025-08-25 07:59,3.00s,214165,s1276
s1277,2025-08-25 07:59,0.00s,78085,s1277
s1278,2025-08-25 07:59,0.00s,79448,s1278
s1279,2025-08-25 07:59,0.00s,81021,s1279
s1280,2025-08-25 07:59,1.00s,79753,s1280
s1281,2025-08-25 07:59,0.00s,16779,s1281
s1282,2025-08-25 07:59,0.00s,78265,s1282
s1283,2025-08-25 07:59,0.00s,81106,s1283
s1284,2025-08-25 07:59,27.00s,82284,s1284
s1285,2025-08-25 07:58,1.00s,211271,s1285
s1286,2025-08-25 07:58,1.00s,220934,s1286
s1287,2025-08-25 07:58,1.00s,211686,s1287
s1288,2025-08-25 07:58,0.00s,204228,s1288
s1289,2025-08-25 07:58,1.00s,213295,s1289
s1290,2025-08-25 07:58,0.00s,168590,s1290
s1291,2025-08-25 07:58,11.00s,211933,s1291
s1292,2025-08-25 07:58,2.00s,2,s1292
s1293,2025-08-25 07:58,1.00s,179359,s1293
s1294,2025-08-25 07:58,0.00s,1,s1294
s1295,2025-08-25 07:58,0.00s,1,s1295
s1296,2025-08-25 07:58,1.00s,2,s1296
s1297,2025-08-25 07:58,0.00s,1,s1297
s1298,2025-08-25 07:58,0.00s,1,s1298
s1299,2025-08-25 07:58,13.00s,32718,s1299
s1300,2025-08-25 07:58,0.00s,79412,s1300
s1301,2025-08-25 07:58,0.00s,82190,s1301
s1302,2025-08-25 07:58,0.00s,83652,s1302
s1303,2025-08-25 07:58,0.00s,83696,s1303
s1304,2025-08-25 07:58,0.00s,77553,s1304
s1305,2025-08-25 07:58,0.00s,81945,s1305
s1306,2025-08-25 07:58,1.00s,80141,s1306
s1307,2025-08-25 07:58,0.00s,50203,s1307
s1308,2025-08-25 07:58,0.00s,200080,s1308
s1309,2025-08-25 07:58,0.00s,189014,s1309
s1310,2025-08-25 07:58,0.00s,200700,s1310
s1311,2025-08-25 07:58,0.00s,201418,s1311
s1312,2025-08-25 07:58,0.00s,211893,s1312
s1313,2025-08-25 07:58,0.00s,195670,s1313
s1314,2025-08-25 07:58,1.00s,215089,s1314
s1315,2025-08-25 07:58,26.00s,12294,s1315
s1316,2025-08-25 07:57,3.00s,205848,s1316
s1317,2025-08-25 07:57,0.00s,208410,s1317
s1318,2025-08-25 07:57,0.00s,215370,s1318
s1319,2025-08-25 07:57,1.00s,215540,s1319
s1320,2025-08-25 07:57,0.00s,209958,s1320
s1321,2025-08-25 07:57,0.00s,212679,s1321
s1322,2025-08-25 07:57,1.00s,213576,s1322
s1323,2025-08-25 07:57,12.00s,15342,s1323
s1324,2025-08-25 07:57,2.00s,172830,s1324
s1325,2025-08-25 07:57,5.00s,33983,s1325
s1326,2025-08-25 07:57,0.00s,3,s1326
s1327,2025-08-25 07:57,0.00s,20,s1327
s1328,2025-08-25 07:57,0.00s,1,s1328
s1329,2025-08-25 07:57,0.00s,1,s1329
s1330,2025-08-25 07:57,0.00s,1,s1330
s1331,2025-08-25 07:57,0.00s,2,s1331
s1332,2025-08-25 07:57,0.00s,1,s1332
s1333,2025-08-25 07:57,0.00s,1,s1333
s1334,2025-08-25 07:57,0.00s,1,s1334
s1335,2025-08-25 07:57,7.00s,25,s1335
s1336,2025-08-25 07:57,2.00s,203535,s1336
s1337,2025-08-25 07:57,0.00s,221059,s1337
s1338,2025-08-25 07:57,0.00s,178678,s1338
s1339,2025-08-25 07:57,0.00s,190864,s1339
s1340,2025-08-25 07:57,0.00s,197522,s1340
s1341,2025-08-25 07:57,1.00s,202424,s1341
s1342,2025-08-25 07:57,0.00s,189281,s1342
s1343,2025-08-25 07:57,9.00s,65860,s1343
s1344,2025-08-25 07:57,0.00s,50882,s1344
s1345,2025-08-25 07:57,0.00s,77446,s1345
s1346,2025-08-25 07:57,0.00s,79006,s1346
s1347,2025-08-25 07:57,0.00s,83914,s1347
s1348,2025-08-25 07:57,0.00s,79730,s1348
s1349,2025-08-25 07:57,1.00s,80058,s1349
s1350,2025-08-25 07:57,0.00s,79943,s1350
s1351,2025-08-25 07:57,19.00s,82390,s1351
s1352,2025-08-25 07:56,1.00s,225104,s1352
s1353,2025-08-25 07:56,0.00s,210734,s1353
s1354,2025-08-25 07:56,0.00s,201591,s1354
s1355,2025-08-25 07:56,0.00s,178749,s1355
s1356,2025-08-25 07:56,0.00s,204654,s1356
s1357,2025-08-25 07:56,0.00s,213281,s1357
s1358,2025-08-25 07:56,9.00s,214203,s1358
s1359,2025-08-25 07:56,1.00s,172327,s1359
s1360,2025-08-25 07:56,3.00s,40478,s1360
s1361,2025-08-25 07:56,0.00s,4,s1361
s1362,2025-08-25 07:56,1.00s,2209,s1362
s1363,2025-08-25 07:56,0.00s,81,s1363
s1364,2025-08-25 07:56,0.00s,7,s1364
s1365,2025-08-25 07:56,0.00s,1,s1365
s1366,2025-08-25 07:56,0.00s,1,s1366
s1367,2025-08-25 07:56,0.00s,2,s1367
s1368,2025-08-25 07:56,0.00s,2,s1368
s1369,2025-08-25 07:56,0.00s,8,s1369
s1370,2025-08-25 07:56,0.00s,1,s1370
s1371,2025-08-25 07:56,0.00s,5,s1371
s1372,2025-08-25 07:56,0.00s,6,s1372
s1373,2025-08-25 07:56,0.00s,10,s1373
s1374,2025-08-25 07:56,0.00s,2,s1374
s1375,2025-08-25 07:56,0.00s,47,s1375
s1376,2025-08-25 07:56,0.00s,14,s1376
s1377,2025-08-25 07:56,0.00s,41,s1377
s1378,2025-08-25 07:56,0.00s,47,s1378
s1379,2025-08-25 07:56,0.00s,44,s1379
s1380,2025-08-25 07:56,0.00s,13,s1380
s1381,2025-08-25 07:56,0.00s,29,s1381
s1382,2025-08-25 07:56,0.00s,54,s1382
s1383,2025-08-25 07:56,0.00s,34,s1383
s1384,2025-08-25 07:56,0.00s,30,s1384
s1385,2025-08-25 07:56,0.00s,185,s1385
s1386,2025-08-25 07:56,0.00s,72,s1386
s1387,2025-08-25 07:56,0.00s,58,s1387
s1388,2025-08-25 07:56,0.00s,471,s1388
s1389,2025-08-25 07:56,0.00s,2735,s1389
s1390,2025-08-25 07:56,0.00s,538,s1390
s1391,2025-08-25 07:56,0.00s,2614,s1391
s1392,2025-08-25 07:56,0.00s,1363,s1392
s1393,2025-08-25 07:56,0.00s,389,s1393
s1394,2025-08-25 07:56,0.00s,203,s1394
s1395,2025-08-25 07:56,0.00s,2152,s1395
s1396,2025-08-25 07:56,0.00s,5276,s1396
s1397,2025-08-25 07:56,0.00s,1601,s1397
s1398,2025-08-25 07:56,2.00s,3642,s1398
s1399,2025-08-25 07:56,0.00s,1,s1399
s1400,2025-08-25 07:56,0.00s,2,s1400
s1401,2025-08-25 07:56,0.00s,5,s1401
s1402,2025-08-25 07:56,0.00s,26,s1402
s1403,2025-08-25 07:56,0.00s,17,s1403
s1404,2025-08-25 07:56,0.00s,22,s1404
s1405,2025-08-25 07:56,0.00s,58,s1405
s1406,2025-08-25 07:56,0.00s,61,s1406
s1407,2025-08-25 07:56,0.00s,272,s1407
s1408,2025-08-25 07:56,0.00s,1492,s1408
s1409,2025-08-25 07:56,1.00s,173,s1409
s1410,2025-08-25 07:56,0.00s,2,s1410
s1411,2025-08-25 07:56,0.00s,1,s1411
s1412,2025-08-25 07:56,0.00s,5,s1412
s1413,2025-08-25 07:56,0.00s,26,s1413
s1414,2025-08-25 07:56,0.00s,34,s1414
s1415,2025-08-25 07:56,0.00s,26,s1415
s1416,2025-08-25 07:56,0.00s,55,s1416
s1417,2025-08-25 07:56,0.00s,1069,s1417
s1418,2025-08-25 07:56,0.00s,185,s1418
s1419,2025-08-25 07:56,9.00s,359,s1419
s1420,2025-08-25 07:56,1.00s,180486,s1420
s1421,2025-08-25 07:56,3.00s,203348,s1421
s1422,2025-08-25 07:56,0.00s,106379,s1422
s1423,2025-08-25 07:56,0.00s,191418,s1423
s1424,2025-08-25 07:56,0.00s,206794,s1424
s1425,2025-08-25 07:56,0.00s,198748,s1425
s1426,2025-08-25 07:56,0.00s,201122,s1426
s1427,2025-08-25 07:56,24.00s,205764,s1427
s1428,2025-08-25 07:55,2.00s,3523,s1428
s1429,2025-08-25 07:55,0.00s,207775,s1429
s1430,2025-08-25 07:55,0.00s,206833,s1430
s1431,2025-08-25 07:55,0.00s,214783,s1431
s1432,2025-08-25 07:55,0.00s,207258,s1432
s1433,2025-08-25 07:55,0.00s,217708,s1433
s1434,2025-08-25 07:55,1.00s,208985,s1434
s1435,2025-08-25 07:55,1.00s,211404,s1435
s1436,2025-08-25 07:55,0.00s,2,s1436
s1437,2025-08-25 07:55,3.00s,2,s1437
s1438,2025-08-25 07:55,0.00s,1,s1438
s1439,2025-08-25 07:55,0.00s,1,s1439
s1440,2025-08-25 07:55,0.00s,1,s1440
s1441,2025-08-25 07:55,0.00s,1,s1441
s1442,2025-08-25 07:55,0.00s,1,s1442
s1443,2025-08-25 07:55,0.00s,3,s1443
s1444,2025-08-25 07:55,0.00s,2,s1444
s1445,2025-08-25 07:55,0.00s,1,s1445
s1446,2025-08-25 07:55,0.00s,2,s1446
s1447,2025-08-25 07:55,1.00s,5,s1447
s1448,2025-08-25 07:55,0.00s,2,s1448
s1449,2025-08-25 07:55,2.00s,1,s1449
s1450,2025-08-25 07:55,0.00s,2,s1450
s1451,2025-08-25 07:55,10.00s,2,s1451
s1452,2025-08-25 07:55,2.00s,171879,s1452
s1453,2025-08-25 07:55,10.00s,41505,s1453
s1454,2025-08-25 07:55,0.00s,189217,s1454
s1455,2025-08-25 07:55,3.00s,202901,s1455
s1456,2025-08-25 07:55,0.00s,199697,s1456
s1457,2025-08-25 07:55,0.00s,204074,s1457
s1458,2025-08-25 07:55,0.00s,193641,s1458
s1459,2025-08-25 07:55,1.00s,206000,s1459
s1460,2025-08-25 07:55,0.00s,184602,s1460
s1461,2025-08-25 07:55,9.00s,128959,s1461
s1462,2025-08-25 07:55,2.00s,19630,s1462
s1463,2025-08-25 07:55,0.00s,76933,s1463
s1464,2025-08-25 07:55,0.00s,79816,s1464
s1465,2025-08-25 07:55,0.00s,77571,s1465
s1466,2025-08-25 07:55,0.00s,78644,s1466
s1467,2025-08-25 07:55,0.00s,78990,s1467
s1468,2025-08-25 07:55,1.00s,80117,s1468
s1469,2025-08-25 07:55,12.00s,77872,s1469
s1470,2025-08-25 07:54,2.00s,1,s1470
s1471,2025-08-25 07:54,0.00s,193928,s1471
s1472,2025-08-25 07:54,3.00s,200337,s1472
s1473,2025-08-25 07:54,0.00s,203233,s1473
s1474,2025-08-25 07:54,0.00s,189493,s1474
s1475,2025-08-25 07:54,0.00s,202463,s1475
s1476,2025-08-25 07:54,0.00s,202252,s1476
s1477,2025-08-25 07:54,1.00s,203863,s1477
s1478,2025-08-25 07:54,8.00s,59361,s1478
s1479,2025-08-25 07:54,0.00s,2,s1479
s1480,2025-08-25 07:54,0.00s,1,s1480
s1481,2025-08-25 07:54,0.00s,3,s1481
s1482,2025-08-25 07:54,0.00s,2,s1482
s1483,2025-08-25 07:54,0.00s,6,s1483
s1484,2025-08-25 07:54,0.00s,4,s1484
s1485,2025-08-25 07:54,0.00s,2,s1485
s1486,2025-08-25 07:54,0.00s,6,s1486
s1487,2025-08-25 07:54,12.00s,27,s1487
s1488,2025-08-25 07:54,1.00s,174023,s1488
s1489,2025-08-25 07:54,6.00s,29529,s1489
s1490,2025-08-25 07:54,1.00s,206455,s1490
s1491,2025-08-25 07:54,2.00s,185491,s1491
s1492,2025-08-25 07:54,1.00s,189585,s1492
s1493,2025-08-25 07:54,0.00s,199794,s1493
s1494,2025-08-25 07:54,0.00s,144420,s1494
s1495,2025-08-25 07:54,0.00s,203864,s1495
s1496,2025-08-25 07:54,0.00s,193180,s1496
s1497,2025-08-25 07:54,1.00s,202563,s1497
s1498,2025-08-25 07:54,1.00s,79302,s1498
s1499,2025-08-25 07:54,2.00s,77722,s1499
s1500,2025-08-25 07:54,0.00s,79447,s1500
s1501,2025-08-25 07:54,0.00s,76008,s1501
s1502,2025-08-25 07:54,1.00s,79371,s1502
s1503,2025-08-25 07:54,0.00s,78979,s1503
s1504,2025-08-25 07:54,1.00s,76749,s1504
s1505,2025-08-25 07:54,17.00s,49445,s1505
s1506,2025-08-25 07:53,0.00s,2,s1506
s1507,2025-08-25 07:53,0.00s,2,s1507
s1508,2025-08-25 07:53,0.00s,3,s1508
s1509,2025-08-25 07:53,0.00s,5,s1509
s1510,2025-08-25 07:53,0.00s,2,s1510
s1511,2025-08-25 07:53,0.00s,9,s1511
s1512,2025-08-25 07:53,0.00s,912,s1512
s1513,2025-08-25 07:53,8.00s,18,s1513
s1514,2025-08-25 07:53,1.00s,183351,s1514
s1515,2025-08-25 07:53,2.00s,199469,s1515
s1516,2025-08-25 07:53,0.00s,189079,s1516
s1517,2025-08-25 07:53,0.00s,199839,s1517
s1518,2025-08-25 07:53,1.00s,194820,s1518
s1519,2025-08-25 07:53,0.00s,198107,s1519
s1520,2025-08-25 07:53,1.00s,196126,s1520
s1521,2025-08-25 07:53,8.00s,134145,s1521
s1522,2025-08-25 07:53,3.00s,28,s1522
s1523,2025-08-25 07:53,0.00s,2,s1523
s1524,2025-08-25 07:53,0.00s,7,s1524
s1525,2025-08-25 07:53,0.00s,43,s1525
s1526,2025-08-25 07:53,0.00s,1040,s1526
s1527,2025-08-25 07:53,0.00s,15,s1527
s1528,2025-08-25 07:53,0.00s,18,s1528
s1529,2025-08-25 07:53,0.00s,15,s1529
s1530,2025-08-25 07:53,0.00s,26,s1530
s1531,2025-08-25 07:53,0.00s,16,s1531
s1532,2025-08-25 07:53,1.00s,11624,s1532
s1533,2025-08-25 07:53,0.00s,1,s1533
s1534,2025-08-25 07:53,0.00s,11,s1534
s1535,2025-08-25 07:53,1.00s,165804,s1535
s1536,2025-08-25 07:53,10.00s,33367,s1536
s1537,2025-08-25 07:53,0.00s,197703,s1537
s1538,2025-08-25 07:53,0.00s,196939,s1538
s1539,2025-08-25 07:53,0.00s,187632,s1539
s1540,2025-08-25 07:53,1.00s,189451,s1540
s1541,2025-08-25 07:53,0.00s,49241,s1541
s1542,2025-08-25 07:53,0.00s,176835,s1542
s1543,2025-08-25 07:53,0.00s,197459,s1543
s1544,2025-08-25 07:53,0.00s,108317,s1544
s1545,2025-08-25 07:53,1.00s,196429,s1545
s1546,2025-08-25 07:53,0.00s,79372,s1546
s1547,2025-08-25 07:53,1.00s,79946,s1547
s1548,2025-08-25 07:53,0.00s,79514,s1548
s1549,2025-08-25 07:53,0.00s,78239,s1549
s1550,2025-08-25 07:53,0.00s,81529,s1550
s1551,2025-08-25 07:53,0.00s,79255,s1551
s1552,2025-08-25 07:53,32.00s,76563,s1552
s1553,2025-08-25 07:52,0.00s,189978,s1553
s1554,2025-08-25 07:52,0.00s,197217,s1554
s1555,2025-08-25 07:52,0.00s,187297,s1555
s1556,2025-08-25 07:52,0.00s,203449,s1556
s1557,2025-08-25 07:52,0.00s,196232,s1557
s1558,2025-08-25 07:52,0.00s,191968,s1558
s1559,2025-08-25 07:52,1.00s,183087,s1559
s1560,2025-08-25 07:52,13.00s,126395,s1560
s1561,2025-08-25 07:52,1.00s,174521,s1561
s1562,2025-08-25 07:52,13.00s,41382,s1562
s1563,2025-08-25 07:52,3.00s,196464,s1563
s1564,2025-08-25 07:52,0.00s,187859,s1564
s1565,2025-08-25 07:52,0.00s,197538,s1565
s1566,2025-08-25 07:52,0.00s,187505,s1566
s1567,2025-08-25 07:52,1.00s,201105,s1567
s1568,2025-08-25 07:52,0.00s,195766,s1568
s1569,2025-08-25 07:52,0.00s,120810,s1569
s1570,2025-08-25 07:52,5.00s,198121,s1570
s1571,2025-08-25 07:52,3.00s,1,s1571
s1572,2025-08-25 07:52,0.00s,2,s1572
s1573,2025-08-25 07:52,0.00s,3,s1573
s1574,2025-08-25 07:52,0.00s,1,s1574
s1575,2025-08-25 07:52,21.00s,3,s1575
s1576,2025-08-25 07:51,0.00s,193429,s1576
s1577,2025-08-25 07:51,0.00s,194472,s1577
s1578,2025-08-25 07:51,0.00s,187287,s1578
s1579,2025-08-25 07:51,0.00s,199434,s1579
s1580,2025-08-25 07:51,0.00s,196320,s1580
s1581,2025-08-25 07:51,1.00s,196044,s1581
s1582,2025-08-25 07:51,0.00s,191542,s1582
s1583,2025-08-25 07:51,12.00s,118684,s1583
s1584,2025-08-25 07:51,1.00s,81235,s1584
s1585,2025-08-25 07:51,0.00s,78710,s1585
s1586,2025-08-25 07:51,0.00s,77339,s1586
s1587,2025-08-25 07:51,0.00s,82014,s1587
s1588,2025-08-25 07:51,0.00s,81882,s1588
s1589,2025-08-25 07:51,0.00s,80872,s1589
s1590,2025-08-25 07:51,0.00s,82016,s1590
s1591,2025-08-25 07:51,1.00s,171277,s1591
s1592,2025-08-25 07:51,0.00s,23381,s1592
s1593,2025-08-25 07:51,11.00s,35574,s1593
s1594,2025-08-25 07:51,3.00s,198138,s1594
s1595,2025-08-25 07:51,0.00s,179343,s1595
s1596,2025-08-25 07:51,0.00s,181430,s1596
s1597,2025-08-25 07:51,0.00s,197387,s1597
s1598,2025-08-25 07:51,1.00s,192461,s1598
s1599,2025-08-25 07:51,0.00s,174695,s1599
s1600,2025-08-25 07:51,0.00s,102504,s1600
s1601,2025-08-25 07:51,2.00s,197187,s1601
s1602,2025-08-25 07:51,0.00s,1,s1602
s1603,2025-08-25 07:51,3.00s,4,s1603
s1604,2025-08-25 07:51,0.00s,1,s1604
s1605,2025-08-25 07:51,0.00s,4,s1605
s1606,2025-08-25 07:51,0.00s,6,s1606
s1607,2025-08-25 07:51,0.00s,1,s1607
s1608,2025-08-25 07:51,0.00s,3,s1608
s1609,2025-08-25 07:51,0.00s,4,s1609
s1610,2025-08-25 07:51,23.00s,2,s1610
s1611,2025-08-25 07:50,2.00s,199062,s1611
s1612,2025-08-25 07:50,1.00s,198097,s1612
s1613,2025-08-25 07:50,0.00s,209983,s1613
s1614,2025-08-25 07:50,0.00s,207295,s1614
s1615,2025-08-25 07:50,0.00s,210264,s1615
s1616,2025-08-25 07:50,0.00s,202286,s1616
s1617,2025-08-25 07:50,1.00s,214233,s1617
s1618,2025-08-25 07:50,8.00s,11183,s1618
s1619,2025-08-25 07:50,0.00s,84056,s1619
s1620,2025-08-25 07:50,0.00s,82924,s1620
s1621,2025-08-25 07:50,0.00s,52559,s1621
s1622,2025-08-25 07:50,0.00s,80228,s1622
s1623,2025-08-25 07:50,0.00s,82953,s1623
s1624,2025-08-25 07:50,0.00s,80452,s1624
s1625,2025-08-25 07:50,0.00s,78994,s1625
s1626,2025-08-25 07:50,0.00s,85681,s1626
s1627,2025-08-25 07:50,5.00s,169290,s1627
s1628,2025-08-25 07:50,12.00s,38088,s1628
s1629,2025-08-25 07:50,2.00s,202291,s1629
